CGPA,Internship,Aptitude,Communication,Coding,Projects,Placed
7.8,0,82,58,51,4,Yes
6.8,1,68,81,41,5,Yes
7.0,1,95,53,52,5,Yes
6.6,0,78,63,45,7,Yes
6.8,0,52,68,66,2,Yes
9.9,1,88,57,40,8,Yes
5.5,1,72,59,92,8,Yes
9.2,0,70,57,77,1,Yes
9.7,0,100,90,69,3,Yes
6.4,0,69,79,55,0,Yes
9.5,0,72,55,90,5,Yes
7.6,1,96,67,56,1,Yes
9.3,1,46,90,48,3,Yes
6.0,1,97,68,99,5,Yes
6.5,0,65,80,79,7,Yes
5.6,1,41,88,99,0,Yes
8.0,0,91,71,82,4,Yes
9.3,0,76,65,70,0,Yes
7.3,1,76,92,46,2,Yes
7.8,1,93,70,48,3,Yes
7.5,1,45,61,42,1,No
8.8,1,97,82,85,3,Yes
7.7,1,97,80,41,1,Yes
5.1,0,72,54,96,3,Yes
9.9,1,74,100,54,5,Yes
6.6,0,40,99,52,5,Yes
6.1,1,67,92,44,4,Yes
8.5,0,87,62,94,7,Yes
6.3,1,49,96,64,7,Yes
7.9,1,95,62,53,8,Yes
8.3,1,62,56,97,5,Yes
9.2,0,86,75,93,0,Yes
8.5,1,51,40,62,0,Yes
7.9,0,67,82,80,8,Yes
9.2,0,86,98,58,2,Yes
8.8,1,50,66,57,3,Yes
7.0,0,87,71,87,2,Yes
8.1,0,71,98,59,8,Yes
9.9,0,52,49,75,1,Yes
5.7,1,89,58,90,7,Yes
6.1,1,98,67,75,0,Yes
9.7,1,59,44,97,6,Yes
6.9,0,67,66,59,6,Yes
6.8,0,72,41,67,4,Yes
6.0,0,60,73,74,7,Yes
8.2,0,92,83,90,6,Yes
9.3,0,54,69,99,5,Yes
6.7,1,42,86,87,1,Yes
6.8,0,87,68,57,6,Yes
8.7,0,57,55,58,2,Yes
7.5,0,62,89,71,1,Yes
5.5,1,99,57,70,8,Yes
7.4,0,44,88,88,4,Yes
7.6,1,43,57,62,4,Yes
9.7,0,69,58,62,0,Yes
9.8,1,80,40,87,8,Yes
9.4,0,89,77,63,0,Yes
5.1,1,67,55,50,7,Yes
5.5,1,68,96,40,8,Yes
5.6,1,63,49,78,1,Yes
6.4,0,88,73,50,4,Yes
8.1,0,67,98,87,0,Yes
8.7,0,92,61,66,8,Yes
6.4,1,46,87,91,6,Yes
6.6,0,65,68,88,8,Yes
8.6,0,57,69,57,6,Yes
6.6,1,93,64,62,4,Yes
5.2,1,70,88,46,5,Yes
7.5,1,63,87,75,2,Yes
6.1,1,70,54,53,3,Yes
5.6,1,54,89,93,3,Yes
9.0,0,59,89,46,3,Yes
8.4,1,62,89,86,2,Yes
8.7,0,55,87,57,5,Yes
8.5,0,88,71,61,3,Yes
6.0,0,97,82,94,2,Yes
9.9,1,71,80,47,7,Yes
6.5,0,43,45,53,2,No
6.7,0,77,79,53,7,Yes
7.7,0,49,91,78,0,Yes
6.8,0,48,41,95,4,Yes
5.5,0,85,74,78,0,Yes
9.8,0,74,40,44,7,Yes
7.7,0,78,79,85,8,Yes
6.2,1,46,86,56,2,Yes
6.8,0,84,72,43,0,Yes
9.2,0,86,40,91,7,Yes
8.3,1,52,68,54,3,Yes
6.6,0,86,99,85,8,Yes
6.4,0,49,96,66,0,Yes
9.2,0,50,42,45,6,Yes
9.4,0,72,95,92,4,Yes
9.9,0,79,50,69,6,Yes
6.1,1,58,61,61,7,Yes
5.7,1,63,44,42,5,No
9.2,1,97,46,71,8,Yes
5.5,0,98,51,91,7,Yes
9.6,0,58,41,96,3,Yes
5.9,0,54,46,54,3,No
7.6,1,64,73,60,5,Yes
8.7,0,73,47,40,3,Yes
8.0,1,57,85,44,2,Yes
9.8,0,77,40,96,7,Yes
6.4,1,60,58,94,8,Yes
5.8,1,48,74,47,7,Yes
7.5,0,48,98,99,8,Yes
8.3,0,98,76,66,0,Yes
8.0,1,81,82,54,8,Yes
9.4,1,84,49,95,7,Yes
7.9,0,83,94,62,8,Yes
7.9,1,70,75,72,2,Yes
7.7,1,50,79,56,8,Yes
5.8,1,54,98,43,2,Yes
7.6,1,80,88,53,3,Yes
9.6,0,48,63,53,0,Yes
5.4,0,78,58,66,0,Yes
8.3,0,53,73,86,6,Yes
9.0,1,87,72,41,2,Yes
6.4,1,50,85,83,2,Yes
9.6,1,62,90,68,3,Yes
8.1,1,86,82,90,2,Yes
5.8,1,87,76,91,7,Yes
7.2,1,97,63,46,7,Yes
9.8,1,83,67,60,8,Yes
8.9,0,63,65,84,3,Yes
7.5,0,58,50,56,4,Yes
8.2,0,50,51,84,1,Yes
7.7,0,70,73,70,2,Yes
5.5,0,45,56,87,0,No
7.7,1,40,54,60,7,Yes
7.6,0,69,91,95,4,Yes
9.5,0,90,74,93,7,Yes
7.7,1,97,79,48,1,Yes
6.6,0,55,57,58,2,No
7.2,0,43,88,89,7,Yes
8.4,0,85,47,49,7,Yes
8.8,0,43,87,96,6,Yes
6.2,0,98,82,96,2,Yes
5.8,0,60,42,91,1,Yes
9.4,0,86,90,100,0,Yes
7.4,1,89,61,41,4,Yes
8.8,1,64,40,48,2,Yes
8.9,1,100,64,62,2,Yes
6.8,0,47,81,61,8,Yes
6.3,0,64,54,88,4,Yes
6.2,1,83,64,100,1,Yes
9.7,1,98,42,95,4,Yes
5.2,1,55,76,93,6,Yes
9.2,0,88,98,48,4,Yes
7.0,0,67,78,81,8,Yes
8.0,1,70,65,65,0,Yes
8.1,1,96,61,71,6,Yes
8.5,0,96,85,52,1,Yes
9.3,0,46,51,55,1,No
7.1,0,76,48,74,1,Yes
6.7,0,95,91,57,6,Yes
9.5,1,90,55,46,1,Yes
5.7,0,59,76,55,2,Yes
8.4,0,98,41,74,7,Yes
6.2,0,80,46,96,7,Yes
7.6,1,75,86,50,3,Yes
7.8,0,80,100,72,2,Yes
5.9,0,83,97,46,0,Yes
6.6,1,80,56,61,6,Yes
8.0,1,82,100,97,8,Yes
6.8,1,54,50,70,1,Yes
9.9,0,43,78,45,4,Yes
8.1,0,59,84,57,1,Yes
7.4,0,93,71,87,8,Yes
9.2,0,98,58,42,2,Yes
5.9,0,42,84,75,2,Yes
6.3,0,50,43,64,6,No
9.7,1,50,91,47,5,Yes
5.4,0,99,75,78,0,Yes
6.3,1,93,58,81,7,Yes
8.4,0,66,98,49,1,Yes
7.2,1,81,43,80,2,Yes
7.8,0,71,92,70,2,Yes
5.6,0,51,53,65,6,Yes
7.5,0,99,46,80,7,Yes
8.6,1,66,89,41,1,Yes
5.1,1,71,59,40,3,Yes
8.4,1,64,45,56,0,Yes
9.0,1,40,41,64,8,Yes
9.3,0,82,96,71,8,Yes
8.3,0,80,42,66,4,Yes
8.0,0,60,64,56,7,Yes
9.8,0,57,49,92,4,Yes
9.1,0,58,49,86,3,Yes
7.3,0,93,71,96,2,Yes
8.7,0,55,49,69,8,Yes
8.8,0,89,87,52,5,Yes
7.4,1,54,95,50,3,Yes
9.8,1,53,56,87,5,Yes
6.5,1,74,83,55,6,Yes
6.4,0,86,44,41,5,Yes
5.5,1,99,46,72,1,Yes
7.7,1,73,65,89,3,Yes
5.6,0,83,50,50,3,Yes
5.9,0,85,42,68,7,Yes
7.4,0,51,75,55,4,Yes
7.3,0,46,96,50,8,Yes
8.9,1,95,59,53,8,Yes
7.9,0,94,93,75,0,Yes
5.5,0,59,60,58,3,No
5.3,1,72,45,57,6,Yes
8.0,1,99,49,99,8,Yes
5.0,0,66,95,80,4,Yes
9.9,0,44,89,43,0,Yes
5.4,0,44,88,89,5,Yes
5.3,0,45,97,74,5,Yes
5.1,1,61,96,42,0,Yes
9.4,0,48,81,62,3,Yes
6.9,1,74,58,96,0,Yes
8.5,0,46,72,57,4,Yes
6.2,0,97,64,99,2,Yes
7.3,0,87,48,84,7,Yes
7.1,1,61,46,93,4,Yes
9.3,0,66,74,48,7,Yes
8.6,1,84,78,84,2,Yes
9.9,0,94,92,43,8,Yes
9.1,1,57,97,51,8,Yes
9.8,1,90,84,40,6,Yes
10.0,1,87,82,63,5,Yes
7.5,1,77,84,58,0,Yes
7.2,1,92,60,44,0,Yes
6.9,0,74,86,99,2,Yes
5.6,1,54,41,93,5,Yes
8.5,1,90,52,67,3,Yes
8.2,1,65,100,48,7,Yes
5.2,0,51,64,72,6,Yes
7.6,0,67,78,94,3,Yes
6.5,1,83,97,72,2,Yes
5.7,0,93,100,84,0,Yes
6.2,0,84,66,41,0,Yes
6.4,0,50,96,92,8,Yes
9.6,1,40,87,65,8,Yes
8.6,1,82,95,95,7,Yes
7.5,1,99,92,79,2,Yes
8.4,1,50,64,61,8,Yes
9.7,0,85,42,91,3,Yes
8.5,0,57,83,55,1,Yes
5.9,0,68,63,76,7,Yes
6.8,0,63,54,81,1,Yes
9.0,0,65,54,83,8,Yes
9.9,0,79,54,54,1,Yes
7.7,1,82,94,74,4,Yes
9.5,0,95,84,57,3,Yes
8.4,1,47,100,77,6,Yes
9.4,0,80,74,74,6,Yes
6.5,1,63,54,66,1,Yes
6.0,0,64,56,99,0,Yes
7.3,0,57,89,50,0,Yes
6.3,0,72,72,90,1,Yes
8.3,0,49,44,53,6,Yes
5.1,1,69,87,67,3,Yes
7.7,1,59,97,41,8,Yes
6.9,0,75,62,95,7,Yes
5.3,0,68,97,63,3,Yes
7.6,1,90,69,61,4,Yes
7.1,0,65,71,80,8,Yes
7.8,1,55,85,97,0,Yes
9.5,0,42,75,42,1,Yes
6.4,1,90,78,44,8,Yes
6.8,1,83,93,60,5,Yes
7.0,1,57,98,54,2,Yes
6.7,1,96,52,99,7,Yes
7.1,1,80,51,87,6,Yes
6.5,0,62,52,89,1,Yes
5.5,1,49,43,66,7,Yes
5.4,0,65,79,47,5,Yes
6.3,0,85,55,72,2,Yes
9.5,1,87,51,77,0,Yes
7.5,0,59,47,53,2,No
9.5,1,79,74,66,3,Yes
8.0,1,64,71,85,1,Yes
9.8,0,65,78,83,4,Yes
9.5,0,62,48,42,8,Yes
6.5,1,94,89,83,6,Yes
7.7,1,93,54,59,1,Yes
5.6,1,46,54,45,0,No
9.7,0,98,73,81,6,Yes
8.1,1,60,62,100,2,Yes
8.0,0,88,96,94,2,Yes
6.5,1,84,73,61,8,Yes
9.4,0,72,61,76,6,Yes
8.6,1,64,54,95,5,Yes
5.7,1,45,81,95,6,Yes
7.4,0,87,67,97,1,Yes
7.9,1,51,97,70,8,Yes
6.9,0,97,92,45,4,Yes
5.8,1,72,64,41,4,Yes
8.8,0,82,87,41,5,Yes
5.1,1,78,94,80,1,Yes
5.4,1,61,86,71,2,Yes
7.9,0,70,55,43,3,Yes
6.7,1,72,71,43,0,Yes
5.0,1,41,78,66,0,No
8.9,1,83,44,53,4,Yes
9.8,1,88,60,81,8,Yes
7.7,1,53,89,80,3,Yes
8.7,1,71,70,91,3,Yes
8.5,1,95,87,89,6,Yes
7.1,0,80,66,96,8,Yes
6.6,0,96,61,77,1,Yes
7.9,1,49,88,95,6,Yes
5.7,0,91,97,91,7,Yes
5.5,1,67,53,83,1,Yes
5.5,1,44,88,58,1,Yes
5.5,1,69,51,65,5,Yes
6.9,0,96,44,47,1,Yes
6.2,0,62,43,52,2,No
7.9,0,92,100,42,5,Yes
9.3,1,90,57,77,5,Yes
8.7,0,86,53,43,5,Yes
8.9,1,84,90,64,1,Yes
7.1,1,65,62,82,3,Yes
6.0,1,92,89,89,8,Yes
7.3,1,84,79,48,5,Yes
5.2,1,82,73,93,5,Yes
8.9,1,72,66,59,8,Yes
7.6,1,64,90,58,2,Yes
5.6,0,80,68,44,8,Yes
6.0,0,84,62,75,1,Yes
7.6,1,54,91,63,1,Yes
8.9,0,95,96,51,0,Yes
8.2,0,81,60,52,2,Yes
5.4,0,68,64,62,5,Yes
6.3,1,76,50,61,8,Yes
6.9,0,55,45,47,7,Yes
8.8,1,86,81,45,0,Yes
5.6,0,84,43,44,7,Yes
8.2,1,91,62,67,0,Yes
8.1,0,49,72,93,8,Yes
9.6,1,96,45,92,1,Yes
5.2,0,83,43,67,5,Yes
7.4,1,65,79,70,5,Yes
6.5,0,100,66,100,4,Yes
5.2,1,86,63,40,8,Yes
8.5,1,44,71,58,7,Yes
5.2,0,78,78,76,6,Yes
6.3,0,89,92,95,0,Yes
9.1,1,77,91,50,8,Yes
9.0,1,93,72,99,1,Yes
7.2,0,69,76,51,6,Yes
6.5,0,96,71,79,5,Yes
9.7,1,96,97,68,0,Yes
5.8,0,58,99,44,8,Yes
8.6,1,90,50,83,1,Yes
6.1,1,96,56,78,3,Yes
6.5,0,52,55,41,8,Yes
8.7,1,66,86,86,2,Yes
8.0,0,83,57,72,6,Yes
8.4,1,67,84,47,2,Yes
7.2,0,62,88,67,5,Yes
6.5,1,51,87,45,3,Yes
7.2,0,72,43,84,5,Yes
7.5,1,48,54,81,0,Yes
7.2,0,78,47,72,7,Yes
7.4,1,66,99,88,7,Yes
9.5,1,41,46,67,3,Yes
9.9,1,45,82,92,2,Yes
7.8,1,41,89,46,6,Yes
6.5,0,76,95,53,8,Yes
10.0,1,53,66,82,6,Yes
6.6,0,94,45,49,8,Yes
5.4,0,96,79,57,3,Yes
8.9,0,57,52,45,4,Yes
7.1,0,61,83,45,8,Yes
8.9,1,83,56,88,2,Yes
9.9,0,83,66,80,4,Yes
9.9,0,43,80,92,7,Yes
6.2,1,43,89,57,0,Yes
8.9,1,95,96,100,5,Yes
8.0,1,96,43,67,0,Yes
8.9,0,69,65,75,3,Yes
6.0,0,55,77,84,0,Yes
5.9,0,87,90,40,2,Yes
8.3,1,66,89,41,8,Yes
7.6,0,41,62,74,2,Yes
6.2,0,60,91,62,8,Yes
5.8,1,77,73,41,2,Yes
8.0,0,98,49,97,7,Yes
9.2,1,48,89,100,6,Yes
8.1,0,44,63,87,5,Yes
7.9,0,42,70,56,2,Yes
7.1,0,100,72,77,1,Yes
6.9,1,92,75,54,7,Yes
5.1,1,95,66,77,0,Yes
6.3,1,66,89,84,6,Yes
5.7,0,40,41,53,2,No
7.0,1,61,68,88,3,Yes
5.6,0,78,83,51,7,Yes
6.9,1,61,85,52,4,Yes
5.1,0,76,43,98,2,Yes
7.6,1,70,96,84,4,Yes
7.4,1,83,46,71,3,Yes
6.2,0,52,84,43,5,Yes
8.7,0,83,92,65,0,Yes
5.4,0,89,61,54,1,Yes
5.0,0,90,88,83,6,Yes
8.9,0,45,95,98,0,Yes
9.5,1,54,89,67,1,Yes
8.3,1,64,71,58,0,Yes
9.8,0,50,74,99,6,Yes
6.9,0,86,40,58,7,Yes
8.3,0,40,92,43,3,Yes
5.9,0,41,97,57,8,Yes
7.2,1,95,94,42,3,Yes
8.8,0,41,60,40,7,Yes
8.8,0,98,100,46,6,Yes
5.8,0,90,67,87,4,Yes
6.9,1,84,64,94,4,Yes
8.4,0,76,69,49,1,Yes
5.8,1,91,50,77,5,Yes
5.2,1,99,50,97,0,Yes
5.5,1,70,54,70,7,Yes
5.8,0,97,63,47,1,Yes
9.8,0,65,45,86,1,Yes
5.1,0,54,64,96,7,Yes
9.1,1,70,99,85,4,Yes
9.1,0,56,67,64,8,Yes
6.4,1,45,63,81,6,Yes
5.0,0,40,62,86,8,Yes
8.4,1,89,47,88,6,Yes
8.9,0,84,45,53,7,Yes
6.7,0,92,42,64,8,Yes
6.1,1,92,92,80,4,Yes
7.9,0,71,58,53,3,Yes
9.2,0,83,82,53,6,Yes
7.8,0,43,63,40,1,No
6.0,1,46,74,63,8,Yes
5.3,1,43,92,64,4,Yes
7.1,1,96,42,69,5,Yes
9.0,1,97,51,69,6,Yes
7.0,0,97,61,52,3,Yes
5.4,0,82,43,81,6,Yes
9.2,0,60,60,85,0,Yes
7.9,1,77,96,73,3,Yes
7.6,0,73,99,96,5,Yes
5.7,0,41,93,50,8,Yes
9.3,0,52,94,97,0,Yes
5.1,0,45,47,43,0,No
6.2,1,48,47,54,2,No
5.7,1,41,68,48,0,No
6.1,1,40,60,45,0,No
7.8,1,85,96,69,6,Yes
8.2,1,62,71,81,6,Yes
9.2,1,51,80,64,6,Yes
5.3,0,57,63,69,1,No
7.8,0,64,59,70,3,Yes
9.1,1,85,57,42,8,Yes
6.7,0,62,88,57,7,Yes
5.9,1,44,81,67,4,Yes
7.6,0,87,58,92,3,Yes
5.3,0,64,64,45,8,Yes
7.7,0,46,54,50,4,No
7.1,0,48,62,54,5,Yes
8.9,0,99,89,78,7,Yes
7.9,1,79,59,48,0,Yes
6.3,1,41,87,58,3,Yes
5.5,0,41,74,52,7,Yes
5.6,0,76,51,99,6,Yes
9.0,0,84,68,52,6,Yes
7.4,0,96,40,54,6,Yes
7.6,1,72,98,86,2,Yes
8.8,1,64,49,82,2,Yes
8.3,1,64,57,83,4,Yes
9.4,1,40,79,65,6,Yes
7.6,0,71,71,62,3,Yes
9.3,1,60,68,83,5,Yes
6.0,0,77,76,94,3,Yes
8.2,0,95,47,89,6,Yes
9.4,0,70,71,69,8,Yes
6.4,1,79,93,82,1,Yes
5.5,1,73,63,68,5,Yes
7.3,1,76,94,44,4,Yes
6.1,1,81,67,55,0,Yes
6.4,0,54,94,51,5,Yes
9.2,0,92,88,82,0,Yes
9.2,0,45,82,77,7,Yes
8.4,1,94,74,99,7,Yes
9.5,0,89,40,82,0,Yes
7.4,0,41,59,91,0,Yes
8.9,1,40,68,95,7,Yes
8.8,1,57,74,94,6,Yes
6.0,1,85,82,40,0,Yes
8.6,1,50,63,62,4,Yes
9.5,1,78,75,86,6,Yes
10.0,0,43,50,51,6,Yes
8.7,1,41,89,87,6,Yes
7.7,0,94,82,64,4,Yes
5.7,0,40,57,55,6,No
8.1,0,83,87,71,8,Yes
9.1,1,67,98,40,2,Yes
5.6,1,90,79,48,7,Yes
7.9,1,80,44,42,5,Yes
8.2,1,47,95,76,2,Yes
8.3,1,71,86,82,5,Yes
9.2,0,48,88,49,5,Yes
7.9,0,93,41,63,3,Yes
9.9,0,62,62,81,5,Yes
8.6,0,48,47,75,2,Yes
8.5,0,59,62,93,0,Yes
6.4,0,71,48,75,7,Yes
8.6,1,45,52,45,7,Yes
5.4,1,84,78,100,3,Yes
8.2,0,92,50,71,2,Yes
8.8,1,50,67,41,7,Yes
9.8,0,69,54,50,7,Yes
7.3,0,95,79,51,8,Yes
5.0,0,40,44,41,1,No
7.3,1,94,87,55,3,Yes
7.6,1,59,100,71,5,Yes
6.1,0,49,74,63,7,Yes
7.9,0,66,56,62,6,Yes
8.3,0,57,52,66,4,Yes
9.6,0,71,93,97,0,Yes
8.4,0,40,95,73,5,Yes
9.6,1,47,88,53,8,Yes
5.9,1,80,42,58,7,Yes
5.2,0,55,81,66,2,Yes
9.4,1,92,92,88,0,Yes
6.8,0,58,95,67,0,Yes
6.2,0,43,45,96,5,Yes
6.3,1,79,44,83,3,Yes
8.4,0,84,41,55,7,Yes
8.8,0,66,71,42,5,Yes
7.3,0,80,62,43,8,Yes
8.1,0,75,61,95,7,Yes
5.4,1,79,61,79,6,Yes
5.8,0,92,42,86,2,Yes
7.6,0,45,57,89,2,Yes
6.7,0,48,55,75,0,No
5.6,1,96,79,100,0,Yes
7.5,1,64,96,54,2,Yes
9.1,1,90,42,78,6,Yes
7.7,0,60,62,71,7,Yes
8.1,0,53,40,86,3,Yes
9.3,0,42,69,55,5,Yes
8.5,1,71,64,57,2,Yes
9.2,0,92,53,54,5,Yes
5.9,0,77,94,47,0,Yes
8.1,0,79,82,65,5,Yes
8.8,1,92,99,75,7,Yes
9.4,1,77,98,67,5,Yes
7.9,0,63,48,95,2,Yes
9.2,0,55,62,62,8,Yes
8.9,1,65,99,77,3,Yes
9.3,1,77,89,87,3,Yes
7.8,0,60,50,100,3,Yes
5.3,0,53,77,90,2,Yes
7.7,1,99,85,51,6,Yes
7.6,1,64,51,75,8,Yes
5.5,0,96,82,60,7,Yes
5.8,0,56,66,74,8,Yes
5.1,0,42,47,48,5,No
8.1,0,89,52,88,4,Yes
9.1,1,53,85,62,2,Yes
9.2,0,57,42,72,7,Yes
6.5,0,100,45,76,6,Yes
7.7,0,40,49,80,1,Yes
5.8,0,98,95,50,8,Yes
6.6,0,47,79,77,7,Yes
7.1,1,66,84,98,7,Yes
8.6,0,100,54,97,1,Yes
7.5,0,56,44,54,4,No
9.4,0,78,57,90,2,Yes
5.7,0,79,90,76,8,Yes
7.0,1,45,52,42,0,No
6.0,1,80,55,58,5,Yes
6.4,1,97,70,40,0,Yes
7.9,1,67,83,84,6,Yes
8.3,1,66,76,43,1,Yes
6.1,1,91,91,64,5,Yes
9.0,1,63,90,53,6,Yes
8.4,0,78,100,82,4,Yes
5.3,1,84,58,94,4,Yes
5.9,0,85,84,67,5,Yes
5.4,0,84,43,66,4,Yes
8.6,1,43,91,40,5,Yes
9.7,1,53,46,72,1,Yes
8.0,0,93,89,48,1,Yes
6.4,1,61,87,77,5,Yes
5.9,1,40,60,81,0,Yes
8.7,0,82,57,68,6,Yes
6.7,1,43,74,72,5,Yes
7.5,1,53,42,91,7,Yes
6.8,1,81,87,51,7,Yes
5.3,1,99,60,79,5,Yes
5.9,0,47,54,57,0,No
5.9,0,50,55,68,2,No
5.3,1,81,87,95,7,Yes
8.4,1,42,95,79,8,Yes
6.9,0,59,94,88,3,Yes
8.5,0,63,71,67,0,Yes
6.2,0,99,80,51,0,Yes
6.4,0,79,88,50,0,Yes
7.1,0,62,74,83,1,Yes
9.7,1,86,58,74,2,Yes
5.1,0,69,44,98,4,Yes
5.3,1,56,61,85,6,Yes
5.4,0,53,45,79,1,No
6.4,0,74,85,91,0,Yes
7.8,1,68,89,80,1,Yes
6.8,0,98,60,64,5,Yes
8.5,0,70,65,57,2,Yes
8.3,0,65,74,64,4,Yes
8.3,1,82,56,92,1,Yes
8.8,1,50,99,57,6,Yes
5.4,1,66,69,76,8,Yes
6.1,0,99,50,56,6,Yes
9.2,0,76,94,95,0,Yes
8.9,1,83,71,95,0,Yes
10.0,1,53,91,46,4,Yes
8.6,1,48,82,41,1,Yes
9.4,0,88,59,77,7,Yes
6.2,0,79,76,61,3,Yes
9.1,1,87,77,98,5,Yes
8.0,0,92,81,47,0,Yes
8.2,1,45,100,43,5,Yes
5.1,1,97,50,44,4,Yes
6.8,1,69,71,86,2,Yes
9.7,1,71,90,51,3,Yes
7.0,1,75,99,90,0,Yes
7.5,1,86,47,90,4,Yes
9.8,0,41,71,76,3,Yes
8.5,1,98,97,96,0,Yes
7.3,0,78,60,77,2,Yes
9.0,1,44,45,91,8,Yes
9.3,0,66,61,81,4,Yes
5.5,1,59,51,80,2,Yes
6.8,1,94,67,93,8,Yes
6.3,0,87,66,54,8,Yes
6.3,1,88,43,89,8,Yes
7.9,0,66,43,71,2,Yes
8.5,0,98,65,88,8,Yes
5.4,0,69,87,91,2,Yes
6.6,0,56,96,76,2,Yes
6.8,1,47,90,100,8,Yes
9.9,0,67,92,92,6,Yes
9.0,0,98,61,60,1,Yes
7.5,0,53,86,97,5,Yes
8.5,0,59,63,41,4,Yes
8.0,1,66,42,53,6,Yes
6.1,0,98,82,92,5,Yes
9.9,1,77,70,44,7,Yes
6.5,1,47,71,58,4,Yes
9.0,0,100,96,45,4,Yes
8.1,1,92,89,67,5,Yes
5.7,0,98,87,42,3,Yes
5.8,1,68,77,71,5,Yes
8.9,1,42,58,75,1,Yes
5.0,0,98,42,72,4,Yes
7.7,0,98,88,78,3,Yes
5.7,1,52,83,55,0,Yes
8.7,1,49,46,54,7,Yes
7.4,0,80,93,61,7,Yes
9.5,1,63,76,76,1,Yes
9.9,1,62,87,53,1,Yes
8.4,1,62,69,100,2,Yes
7.7,0,77,56,89,7,Yes
7.1,1,52,86,44,3,Yes
6.9,0,62,68,47,1,Yes
9.4,0,65,48,45,0,Yes
8.9,0,45,93,66,6,Yes
6.4,1,42,72,42,5,Yes
7.4,0,66,59,84,1,Yes
6.7,1,91,40,42,2,Yes
5.5,0,99,45,78,7,Yes
7.1,1,74,40,100,1,Yes
9.6,1,76,85,49,7,Yes
8.0,0,52,52,77,2,Yes
7.4,0,47,87,80,4,Yes
8.2,0,75,99,73,6,Yes
6.3,0,58,67,81,2,Yes
9.9,0,62,56,94,6,Yes
8.0,0,82,44,98,6,Yes
8.5,0,59,94,47,0,Yes
5.3,0,58,74,94,6,Yes
5.2,0,55,68,91,6,Yes
9.0,0,99,75,83,6,Yes
5.8,1,66,65,64,0,Yes
5.8,1,47,40,82,5,Yes
7.0,1,97,67,51,2,Yes
5.3,1,45,77,92,6,Yes
8.8,1,81,93,43,7,Yes
7.8,1,84,80,51,7,Yes
8.1,1,74,80,82,3,Yes
5.2,1,50,96,64,4,Yes
9.8,0,54,60,49,4,Yes
7.2,1,61,81,44,4,Yes
7.9,1,72,50,68,8,Yes
7.3,0,91,79,55,5,Yes
7.3,0,69,41,77,6,Yes
7.4,0,91,93,78,2,Yes
6.7,1,58,94,76,5,Yes
7.1,1,59,57,64,5,Yes
9.9,1,84,53,60,1,Yes
9.6,1,43,65,45,7,Yes
6.7,1,90,97,67,4,Yes
8.3,0,92,99,65,5,Yes
8.9,1,65,40,50,1,Yes
7.6,0,41,42,56,8,Yes
9.9,0,63,56,45,1,Yes
6.0,1,98,72,50,0,Yes
8.8,0,77,63,98,6,Yes
7.6,1,57,42,83,7,Yes
5.3,0,58,86,64,7,Yes
9.8,1,47,64,83,8,Yes
7.1,1,42,62,85,3,Yes
9.1,1,78,66,53,5,Yes
9.2,1,68,48,85,2,Yes
7.7,1,99,72,61,6,Yes
5.2,0,77,95,79,4,Yes
5.8,1,76,79,92,7,Yes
7.5,0,48,49,97,2,Yes
7.7,0,78,99,45,2,Yes
9.7,1,65,42,87,2,Yes
5.5,1,92,93,83,8,Yes
9.5,1,84,87,72,6,Yes
6.0,1,64,99,62,8,Yes
5.0,0,48,67,74,2,No
8.3,1,95,46,97,3,Yes
8.4,0,51,51,87,8,Yes
6.2,0,97,63,71,2,Yes
7.9,0,97,81,72,6,Yes
6.2,1,52,88,86,8,Yes
9.9,0,57,76,40,2,Yes
8.2,0,86,83,40,1,Yes
7.8,1,88,84,59,1,Yes
9.5,1,40,80,100,3,Yes
7.2,1,65,77,76,8,Yes
6.9,0,61,66,50,8,Yes
6.6,0,80,43,44,1,No
5.6,1,95,59,42,3,Yes
5.7,1,57,81,44,3,Yes
9.6,1,97,68,96,0,Yes
5.3,1,91,94,54,7,Yes
5.5,0,92,63,95,1,Yes
6.1,0,64,57,60,2,Yes
8.3,0,72,77,78,6,Yes
8.6,0,82,100,41,1,Yes
5.4,1,67,58,83,8,Yes
6.6,0,79,63,81,7,Yes
9.7,1,75,98,55,2,Yes
5.2,0,42,81,62,8,Yes
9.4,0,41,64,75,2,Yes
9.1,0,46,100,85,0,Yes
7.5,0,47,94,90,7,Yes
6.9,0,63,65,83,3,Yes
5.6,0,91,43,60,0,No
5.1,1,65,45,64,8,Yes
5.9,0,85,98,75,7,Yes
5.7,1,89,95,56,5,Yes
9.8,0,100,44,94,4,Yes
8.5,1,96,51,57,2,Yes
5.5,1,51,92,98,3,Yes
5.5,0,44,84,91,0,Yes
6.3,1,76,92,92,1,Yes
8.5,1,64,64,67,1,Yes
8.6,0,53,92,52,8,Yes
6.5,0,50,49,73,6,Yes
5.1,0,80,81,100,2,Yes
5.0,0,73,57,88,0,Yes
5.8,1,74,52,61,7,Yes
6.9,0,50,41,80,0,No
6.6,1,70,48,72,6,Yes
5.3,0,54,72,52,4,Yes
7.2,0,67,86,90,7,Yes
7.9,0,50,45,58,8,Yes
7.0,1,41,79,45,7,Yes
5.7,1,86,77,62,2,Yes
9.1,1,67,73,72,4,Yes
8.2,1,43,98,46,4,Yes
9.2,1,44,70,75,5,Yes
9.1,0,95,70,66,7,Yes
6.0,0,88,64,73,7,Yes
5.9,0,64,99,58,3,Yes
